ID,Array
938,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -6.776263578034403e-21, -1.0587911840678754e-22, -5.293955920339377e-23, -4.235164736271502e-22, 1.6940658945086007e-21, -6.776263578034403e-21, 0.0, -1.6940658945086007e-21, -4.235164736271502e-22]"
939,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -6.617444900424222e-24, -3.308722450212111e-24, 0.0, 1.0587911840678754e-22, 5.293955920339377e-23, -1.3552527156068805e-20, 2.6469779601696886e-23, 0.0]"
940,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, 0.0, 0.0, 2.117582368135751e-22, -8.470329472543003e-22, 0.0, 0.0, -2.0679515313825692e-25, 0.0, 0.0]"
941,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 1.6940658945086007e-21, 4.235164736271502e-22, 1.6940658945086007e-21, 0.0, 0.0, 3.3881317890172014e-21]"
942,"[0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, -1.0842021724855044e-19, 1.0842021724855044e-19, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 5.293955920339377e-23, 0.0, 1.6940658945086007e-21, -1.6940658945086007e-21, 0.0, -5.293955920339377e-23]"
943,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 8.470329472543003e-22, 1.3552527156068805e-20, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0]"
944,"[0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, -6.776263578034403e-21, 0.0, 0.0, 1.6940658945086007e-21, 4.235164736271502e-22, 5.293955920339377e-23, 0.0, -3.308722450212111e-24]"
945,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 8.470329472543003e-22, 0.0, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22]"
946,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 1.6940658945086007e-21, -6.617444900424222e-24, 0.0, 2.117582368135751e-22, 0.0, -8.470329472543003e-22, 3.3881317890172014e-21, 0.0]"
947,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, -1.3552527156068805e-20, 8.470329472543003e-22, 2.6469779601696886e-23, 0.0, 0.0, -2.117582368135751e-22, 0.0, -3.3881317890172014e-21]"
948,"[0.0, 6.776263578034403e-21, 8.470329472543003e-22, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
949,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, -5.293955920339377e-23, -2.117582368135751e-22, 1.0587911840678754e-22, -1.6940658945086007e-21]"
950,"[0.0, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 8.470329472543003e-22, 0.0, 3.3881317890172014e-21, -1.6543612251060553e-24, 3.3881317890172014e-21, 0.0, 0.0, -8.470329472543003e-22]"
951,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 5.293955920339377e-23, 0.0, -1.3552527156068805e-20, -3.3881317890172014e-21, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0]"
952,"[0.0, -1.0842021724855044e-19, 0.0, 3.3881317890172014e-21, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 4.235164736271502e-22, 6.776263578034403e-21, -2.117582368135751e-22, -3.3881317890172014e-21, 1.0587911840678754e-22, 0.0, 0.0]"
953,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, -8.470329472543003e-22, 0.0, 0.0, 0.0, -2.117582368135751e-22, 6.776263578034403e-21, 8.470329472543003e-22, 0.0, 0.0]"
954,"[-3.3881317890172014e-21, -1.0842021724855044e-19, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 4.336808689942018e-19, -8.673617379884035e-19, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -3.3881317890172014e-21, 0.0, -1.3552527156068805e-20]"
955,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, -3.308722450212111e-24, 6.776263578034403e-21, 0.0, 0.0, 0.0, 8.470329472543003e-22, 6.776263578034403e-21]"
956,"[0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, 6.776263578034403e-21, 0.0, 0.0]"
957,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 8.470329472543003e-22, -6.776263578034403e-21, 2.117582368135751e-22, 2.6469779601696886e-23, 0.0, -3.3881317890172014e-21, 0.0, 0.0]"
958,"[2.710505431213761e-20, 0.0, 2.710505431213761e-20, 0.0, 2.710505431213761e-20, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, -5.293955920339377e-23, 1.6940658945086007e-21, -1.3234889800848443e-23, 0.0]"
959,"[4.336808689942018e-19, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0]"
960,"[0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 6.776263578034403e-21, -1.0587911840678754e-22, -8.470329472543003e-22, -2.117582368135751e-22, 0.0, -4.235164736271502e-22]"
961,"[0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -2.117582368135751e-22, -8.470329472543003e-22, 0.0, 0.0, -3.3881317890172014e-21, 8.470329472543003e-22, 0.0, 2.117582368135751e-22, 0.0, 4.235164736271502e-22, -1.3552527156068805e-20, 4.235164736271502e-22, 0.0, 3.3881317890172014e-21]"
962,"[-1.3552527156068805e-20, -8.673617379884035e-19, -5.421010862427522e-20, 0.0, 0.0, -2.168404344971009e-19, -4.336808689942018e-19, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 1.0339757656912846e-25, -8.470329472543003e-22, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 2.117582368135751e-22]"
963,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, -8.271806125530277e-25, -1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 0.0, 6.776263578034403e-21, 0.0]"
964,"[0.0, 0.0, -1.0842021724855044e-19, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, -5.293955920339377e-23, 0.0, 4.1359030627651384e-25, 0.0, -2.6469779601696886e-23]"
965,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 4.235164736271502e-22, 6.776263578034403e-21, -3.3881317890172014e-21, 0.0, 0.0, -5.169878828456423e-26, 0.0]"
966,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, 0.0, -2.117582368135751e-22, 4.235164736271502e-22, -3.3881317890172014e-21, 8.271806125530277e-25, -2.117582368135751e-22, -2.117582368135751e-22, 0.0]"
967,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 6.776263578034403e-21, 0.0, -1.6940658945086007e-21, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, -4.235164736271502e-22]"
968,"[1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 3.3881317890172014e-21, -3.3881317890172014e-21, -8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0]"
969,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 5.293955920339377e-23, 1.6940658945086007e-21, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0]"
970,"[1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 3.3881317890172014e-21, 6.776263578034403e-21, 1.3552527156068805e-20, 0.0, -1.6940658945086007e-21, 0.0, -6.617444900424222e-24]"
971,"[0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 2.168404344971009e-19, 0.0, -1.0587911840678754e-22, 1.0587911840678754e-22, 1.3552527156068805e-20, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23]"
972,"[-2.168404344971009e-19, 0.0, 0.0, -2.168404344971009e-19, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, -2.117582368135751e-22, 0.0, -2.117582368135751e-22, 1.3552527156068805e-20, 0.0, 0.0, -1.0587911840678754e-22, -4.235164736271502e-22, 2.117582368135751e-22]"
973,"[-2.168404344971009e-19, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 8.470329472543003e-22, 1.3552527156068805e-20, 0.0, 0.0, 0.0, -8.470329472543003e-22, -1.6940658945086007e-21, 0.0]"
974,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, -1.0587911840678754e-22, 0.0, 0.0, -6.776263578034403e-21, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0]"
975,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 3.3881317890172014e-21, -1.6940658945086007e-21, -5.293955920339377e-23, -8.470329472543003e-22, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0]"
976,"[0.0, -6.776263578034403e-21, 0.0, 5.421010862427522e-20, 0.0, 0.0, 1.0842021724855044e-19, 8.470329472543003e-22, 0.0, -1.0842021724855044e-19, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, 0.0, -6.776263578034403e-21, 2.117582368135751e-22, 0.0, -5.293955920339377e-23, 2.6469779601696886e-23]"
977,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -1.3552527156068805e-20, -2.710505431213761e-20, 1.3552527156068805e-20, 0.0, 0.0, 0.0]"
978,"[-5.421010862427522e-20, -5.421010862427522e-20, 0.0, 1.0842021724855044e-19, -4.336808689942018e-19, -2.168404344971009e-19, -5.421010862427522e-20, 0.0, -4.336808689942018e-19, -2.168404344971009e-19, 1.3552527156068805e-20, 0.0, 6.776263578034403e-21, 3.3881317890172014e-21, -4.235164736271502e-22, -2.710505431213761e-20, 0.0, 0.0, 0.0, 3.3881317890172014e-21]"
979,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 8.470329472543003e-22, 1.3552527156068805e-20]"
980,"[-4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 3.3881317890172014e-21, 0.0, 8.470329472543003e-22, 0.0, 1.3552527156068805e-20, 1.3234889800848443e-23, 0.0, 0.0]"
981,"[-1.3234889800848443e-23, 2.117582368135751e-22, 0.0, -2.6469779601696886e-23, 5.293955920339377e-23, 0.0, 2.117582368135751e-22, 0.0, 0.0, -2.117582368135751e-22, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, -8.470329472543003e-22, 6.776263578034403e-21, 6.776263578034403e-21]"
982,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 6.617444900424222e-24, -1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 0.0, 0.0, -1.6940658945086007e-21, 0.0]"
983,"[0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, -2.710505431213761e-20, 0.0, 4.235164736271502e-22, -1.3552527156068805e-20, 1.6940658945086007e-21, 4.235164736271502e-22, 0.0, 0.0, -8.470329472543003e-22, -4.235164736271502e-22]"
984,"[0.0, -6.776263578034403e-21, 0.0, 0.0, -2.6469779601696886e-23, -3.3881317890172014e-21, -1.3552527156068805e-20, 1.3552527156068805e-20, -1.3552527156068805e-20, 0.0, 0.0, 1.0587911840678754e-22, -6.776263578034403e-21, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 5.293955920339377e-23, 1.3234889800848443e-23]"
985,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 6.617444900424222e-24, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, -5.293955920339377e-23, 3.3881317890172014e-21]"
986,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 0.0, -6.776263578034403e-21, 4.235164736271502e-22, 0.0, 0.0, 2.6469779601696886e-23]"
987,"[1.3552527156068805e-20, 0.0, 0.0, 2.168404344971009e-19, 0.0, 5.421010862427522e-20, 0.0, 2.710505431213761e-20, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 5.293955920339377e-23, 0.0, -1.0587911840678754e-22, 0.0, -8.470329472543003e-22, -8.470329472543003e-22, 0.0]"
988,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 5.293955920339377e-23, -6.776263578034403e-21, -1.0587911840678754e-22, 4.235164736271502e-22, -1.6940658945086007e-21, 0.0, -3.3881317890172014e-21]"
989,"[0.0, 5.421010862427522e-20, 1.0842021724855044e-19, 0.0, 0.0, -1.6940658945086007e-21, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, -4.235164736271502e-22, 4.235164736271502e-22, 0.0]"
990,"[-4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 6.776263578034403e-21, -1.3234889800848443e-23, -8.470329472543003e-22, 0.0, -5.293955920339377e-23, 2.117582368135751e-22, -5.169878828456423e-26]"
991,"[1.3552527156068805e-20, 1.0842021724855044e-19, -1.0842021724855044e-19, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0, 1.6940658945086007e-21, -4.235164736271502e-22, 8.470329472543003e-22, 0.0, 3.3881317890172014e-21, 0.0]"
992,"[-2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, -4.336808689942018e-19, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 5.293955920339377e-23, 0.0, 1.6940658945086007e-21, 6.776263578034403e-21, 0.0, 0.0, 2.6469779601696886e-23]"
993,"[-2.6469779601696886e-23, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, -1.6940658945086007e-21, 0.0]"
994,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1359030627651384e-25, -2.117582368135751e-22, 0.0, -1.3552527156068805e-20, -2.710505431213761e-20, 8.470329472543003e-22, 0.0, 0.0, -1.3552527156068805e-20, 0.0]"
995,"[0.0, 0.0, 0.0, 2.710505431213761e-20, 5.421010862427522e-20, 0.0, 0.0, 0.0, 5.421010862427522e-20, 2.168404344971009e-19, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, -4.235164736271502e-22, 0.0, 0.0, -6.776263578034403e-21, 6.776263578034403e-21]"
996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, -5.293955920339377e-23, 8.470329472543003e-22, 0.0, 5.293955920339377e-23, 0.0, 0.0, 6.617444900424222e-24, 0.0]"
997,"[0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, -2.6469779601696886e-23, 0.0, -1.6940658945086007e-21, -3.3881317890172014e-21, -6.776263578034403e-21, 0.0, 0.0, -1.6940658945086007e-21, -1.3552527156068805e-20]"
998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 4.235164736271502e-22, 3.3881317890172014e-21, 0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, 3.3881317890172014e-21, 1.6940658945086007e-21]"
999,"[0.0, -1.6940658945086007e-21, -2.710505431213761e-20, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 8.271806125530277e-25, 1.6940658945086007e-21, 0.0, 0.0, 4.235164736271502e-22, 4.235164736271502e-22]"
1000,"[5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, -8.470329472543003e-22, -4.235164736271502e-22, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, -1.6940658945086007e-21]"
1001,"[0.0, 1.6940658945086007e-21, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 1.6543612251060553e-24, 0.0, 8.470329472543003e-22, 0.0, 0.0, 8.470329472543003e-22, 0.0, 1.3552527156068805e-20, 0.0]"
1002,"[0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, -1.3552527156068805e-20, 1.6940658945086007e-21, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 6.776263578034403e-21, -1.3552527156068805e-20, 0.0, 1.6940658945086007e-21, 0.0]"
1003,"[0.0, 0.0, 2.168404344971009e-19, 2.6469779601696886e-23, 0.0, 1.6940658945086007e-21, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, -4.235164736271502e-22, 0.0, 0.0, -3.308722450212111e-24, 0.0]"
1004,"[0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, -8.470329472543003e-22, -6.776263578034403e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, 1.3552527156068805e-20, -3.3881317890172014e-21, 1.6940658945086007e-21, -4.235164736271502e-22, -1.3234889800848443e-23, 2.117582368135751e-22, -1.6940658945086007e-21, 6.776263578034403e-21, 2.6469779601696886e-23]"
1005,"[0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 8.470329472543003e-22, -1.6543612251060553e-24, 0.0, 0.0, 1.6940658945086007e-21]"
1006,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, -1.6940658945086007e-21, 0.0, 0.0, -8.271806125530277e-25, 0.0, 1.3552527156068805e-20, 0.0, -4.235164736271502e-22]"
1007,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -1.6940658945086007e-21, -6.776263578034403e-21, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0]"
1008,"[0.0, 0.0, 5.421010862427522e-20, -2.168404344971009e-19, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -4.235164736271502e-22, 1.6940658945086007e-21, -8.470329472543003e-22, 0.0, 2.710505431213761e-20]"
1009,"[0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 8.470329472543003e-22, 4.235164736271502e-22, -1.3552527156068805e-20, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 5.293955920339377e-23, -1.3552527156068805e-20]"
1010,"[-3.3881317890172014e-21, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, -3.3881317890172014e-21, -8.271806125530277e-25, 0.0, -4.235164736271502e-22, 0.0, -3.3881317890172014e-21, -3.308722450212111e-24, -8.470329472543003e-22, -3.3881317890172014e-21, 1.6940658945086007e-21, 0.0, -6.776263578034403e-21, 1.3552527156068805e-20, -2.6469779601696886e-23]"
1011,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, -1.3552527156068805e-20, -1.3552527156068805e-20, 0.0, -1.3552527156068805e-20]"
1012,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 4.235164736271502e-22, 0.0, 4.235164736271502e-22]"
1013,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 1.3552527156068805e-20, 0.0, -2.5849394142282115e-26, 8.271806125530277e-25, 0.0, 0.0, 0.0, 0.0]"
1014,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, -5.421010862427522e-20, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 3.3881317890172014e-21, 4.235164736271502e-22]"
1015,"[0.0, -1.6940658945086007e-21, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, -6.776263578034403e-21, -5.293955920339377e-23, 0.0, 2.0679515313825692e-25, 0.0, 0.0, -2.0679515313825692e-25, 1.0587911840678754e-22, 0.0]"
1016,"[-4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 5.293955920339377e-23, 0.0, -8.470329472543003e-22, 0.0, 0.0, -5.293955920339377e-23]"
1017,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0]"
1018,"[-2.168404344971009e-19, -2.168404344971009e-19, -2.168404344971009e-19, 0.0, 0.0, -5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 1.6543612251060553e-24, 2.117582368135751e-22, -4.235164736271502e-22, 0.0, 0.0]"
1019,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 1.6940658945086007e-21, -2.6469779601696886e-23, -1.0587911840678754e-22, 0.0, 2.6469779601696886e-23, -4.235164736271502e-22]"
1020,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 3.3881317890172014e-21, 0.0]"
1021,"[2.168404344971009e-19, -2.117582368135751e-22, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 8.470329472543003e-22, 6.617444900424222e-24, 1.3552527156068805e-20, 0.0, -1.0587911840678754e-22, 0.0, 1.6940658945086007e-21]"
1022,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 1.6940658945086007e-21, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0]"
1023,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, -5.293955920339377e-23, 0.0, -4.235164736271502e-22, -4.235164736271502e-22, -8.470329472543003e-22, 0.0, -2.6469779601696886e-23, 0.0, 3.3881317890172014e-21]"
1024,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, 0.0, 8.271806125530277e-25, 4.235164736271502e-22, 2.117582368135751e-22, -8.271806125530277e-25, 0.0, 0.0, 0.0]"
1025,"[-1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 8.470329472543003e-22, 0.0, 4.235164736271502e-22, 0.0, 8.470329472543003e-22, -8.470329472543003e-22, 0.0, 6.776263578034403e-21, -5.293955920339377e-23]"
1026,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.617444900424222e-24, 4.235164736271502e-22, -1.3234889800848443e-23, 0.0, -4.1359030627651384e-25, -6.776263578034403e-21, -6.776263578034403e-21, 2.710505431213761e-20]"
